time,cylinder_pressure,brake_power,air_fuel_ratio,boost_pressure,exhaust_temp,rpm,injection_timing,vibration
4.311,59.9215,49.7105,14.8786,1.7499,533.6263,2150.2022,11.6445,0.3184
4.312,59.0487,50.185,14.9088,1.7107,533.8009,2154.2162,11.4752,-0.338
4.313,56.6414,50.0585,14.7509,1.6861,534.7481,2154.1692,11.2083,-0.6102
4.314,52.5734,49.9642,14.6843,1.7584,535.5459,2158.9629,11.0726,-0.658
4.315,49.3908,50.0343,14.6397,1.8312,536.1011,2165.7946,11.0609,-0.7853
4.316,47.5802,49.6586,14.5928,1.877,536.4401,2170.6777,11.0086,-0.7909
4.317,46.73,49.9107,14.4713,2.0421,539.3313,2179.2832,11.2244,-0.1316
4.318,48.9752,49.2464,14.4054,2.1364,538.0329,2185.0344,11.4197,0.0885
4.319,53.6068,49.3316,14.2849,2.2218,541.1519,2191.8353,11.6548,-0.0656
4.32,59.8116,48.639,14.2177,2.2792,538.0861,2199.5541,12.0071,0.1083
4.321,65.6837,48.2675,14.2402,2.2929,538.1431,2213.3554,12.241,0.2952
4.322,70.2579,47.8511,14.1124,2.2748,538.8262,2215.2839,12.5942,-0.1037
4.323,71.9847,47.9192,14.0974,2.2156,540.2637,2223.9947,12.8556,0.0358
4.324,72.6292,47.2267,14.0137,2.0741,539.9825,2230.2766,13.0051,0.4963
4.325,69.3613,46.6994,14.1564,1.9986,541.388,2236.0206,12.9655,0.464
4.326,66.2792,46.7668,13.9759,1.8713,539.0025,2240.9685,12.9558,0.5259
4.327,63.4234,46.6835,13.9995,1.811,540.0967,2247.6032,12.8489,0.9498
4.328,61.8351,45.7871,14.0978,1.7295,539.5817,2249.0663,12.6175,0.5971
4.329,59.6176,45.4439,14.0956,1.6978,539.628,2249.732,12.3232,0.1483
4.33,60.7299,45.1304,14.1246,1.6757,537.8859,2251.6245,11.9621,-0.242
4.331,59.1193,44.946,14.3003,1.759,539.1422,2252.1796,11.628,-0.2471
4.332,59.1805,44.6267,14.3377,1.8546,537.129,2248.7594,11.3916,-0.6441
4.333,55.8557,44.6876,14.412,1.9958,535.7221,2245.1638,11.1672,-0.6586
4.334,53.6119,44.3217,14.554,2.0741,537.2285,2241.749,11.0594,-0.1514
4.335,49.6861,44.1124,14.7223,2.177,536.2566,2237.5502,11.0213,-0.1793
4.336,47.3545,43.6477,14.7068,2.2429,536.2193,2232.0092,11.1275,-0.3862
4.337,46.4809,43.825,14.7339,2.288,534.5202,2221.1567,11.2087,-0.1679
4.338,49.672,43.6881,14.8185,2.2839,534.1994,2215.4771,11.4236,-0.3556
4.339,55.1641,43.8241,14.9382,2.2453,531.6238,2207.3703,11.7391,-0.6502
4.34,59.8797,44.3106,14.9123,2.1798,532.5036,2198.2626,12.0608,-0.2364
4.341,66.1863,44.2225,15.0201,2.061,528.4642,2188.7072,12.2571,0.1366
4.342,70.325,44.1912,14.9565,1.9515,528.5845,2185.2074,12.4999,0.2371
4.343,73.3182,44.6438,14.9464,1.8552,530.5704,2177.0875,12.8972,0.5551
4.344,72.3943,44.5839,15.0185,1.7957,526.9267,2171.0839,12.9461,0.87
4.345,70.2695,45.2097,14.9214,1.7252,527.7236,2163.0596,12.9763,0.6678
4.346,66.7686,45.2518,14.779,1.6926,525.7101,2162.4928,12.9276,0.2429
4.347,63.4888,46.0355,14.8334,1.7247,523.5504,2157.7375,12.7925,0.3009
4.348,61.2388,46.1763,14.6766,1.8147,522.0507,2153.7218,12.565,0.09
4.349,60.5418,46.4749,14.5895,1.9247,522.1718,2150.7922,12.321,-0.1667
4.35,60.4971,46.8258,14.406,2.0364,520.263,2148.2539,11.939,0.1032
4.351,59.609,47.5491,14.4254,2.146,517.3458,2156.1642,11.6883,0.2604
4.352,59.1481,47.5836,14.2865,2.2133,515.1844,2151.3162,11.4045,-0.091
4.353,55.8639,47.8395,14.2538,2.2954,516.3155,2156.5443,11.1674,-0.42
4.354,54.1362,48.3695,14.0895,2.3091,516.1336,2158.0178,11.0235,-0.1932
4.355,49.1724,49.0986,14.0493,2.2848,513.4788,2164.5165,11.0688,-0.6919
4.356,47.7131,49.2972,14.0899,2.2111,513.8863,2170.4721,11.105,-0.9248
4.357,48.0195,49.3139,13.9904,2.1652,510.9346,2181.5966,11.1557,-0.4878
4.358,49.9813,49.5894,14.0382,2.0315,509.0824,2183.6647,11.3322,-0.2777
4.359,53.0803,49.6033,13.9477,1.9354,508.5507,2196.0766,11.7438,-0.2148
4.36,60.4675,50.1079,14.0975,1.8021,510.1554,2201.981,11.9674,0.3839
4.361,64.9144,49.8827,14.0241,1.7515,507.6252,2210.0279,12.3978,0.6304
4.362,70.5645,49.912,14.1131,1.7076,505.0446,2215.4134,12.5236,0.2704
4.363,72.3993,49.9504,14.1696,1.7069,505.4359,2222.7065,12.8698,0.1375
4.364,72.1004,50.0908,14.2334,1.7464,505.0758,2227.8351,12.9667,0.3452
4.365,69.5214,50.0722,14.2956,1.8332,503.5372,2231.4623,12.9892,0.2068
4.366,66.9465,49.9407,14.498,1.9284,502.8903,2238.9022,12.9697,0.0917
4.367,63.2953,49.2919,14.4436,2.0,501.7143,2244.084,12.8691,0.5771
4.368,61.1627,49.4441,14.6138,2.1652,502.8979,2247.317,12.5782,0.5908
4.369,60.3161,49.1973,14.6942,2.2549,501.4876,2251.1046,12.3307,0.1901
4.37,59.8729,48.4941,14.8043,2.2834,501.2515,2249.5388,12.0083,0.1609
4.371,60.0943,48.4077,14.8929,2.2828,500.545,2247.4863,11.7036,0.0299
4.372,59.6146,48.1531,14.936,2.2706,499.3724,2246.431,11.3407,-0.5783
4.373,56.8515,47.55,14.9644,2.2279,501.3397,2244.8695,11.1138,-0.8455
4.374,54.4833,47.2114,14.9555,2.0975,500.6848,2240.6512,11.0738,-0.4329
4.375,50.1594,46.8724,15.0893,2.0179,501.6109,2235.2036,11.0494,-0.521
4.376,47.1953,46.3297,14.968,1.913,500.2409,2225.8529,10.9842,-0.4344
4.377,48.0152,46.2088,14.9778,1.8354,499.8579,2223.1843,11.1822,0.0226
4.378,49.6727,45.8878,15.015,1.748,499.754,2216.5964,11.4159,-0.001
4.379,53.5367,45.536,14.8903,1.6898,500.2403,2208.1358,11.715,-0.3564
4.38,60.594,45.0077,14.8328,1.7247,499.877,2198.5803,11.9797,-0.2055
4.381,66.2559,44.972,14.7344,1.7796,501.6477,2194.3674,12.3149,0.0483
4.382,70.4296,44.5033,14.6803,1.8233,501.819,2185.0351,12.6,-0.0626
4.383,73.1048,44.5758,14.4979,1.9523,503.1086,2176.0274,12.8832,0.1865
4.384,72.7234,44.1664,14.3794,2.128,503.4159,2169.2053,12.9259,0.7655
4.385,70.7933,44.288,14.3767,2.1464,504.7438,2165.0946,13.0341,0.8037
4.386,66.0122,43.8571,14.2888,2.2341,504.3511,2158.5834,12.9057,0.5286
4.387,63.0061,43.9314,14.2128,2.3362,506.7603,2159.1806,12.7694,0.754
4.388,61.3017,44.2076,14.1525,2.3077,506.8564,2153.0754,12.6156,0.2467
4.389,59.0289,43.6322,14.046,2.2461,505.7809,2148.9558,12.2636,-0.3056
4.39,59.4812,44.1998,13.9087,2.1673,508.8514,2145.6451,12.0018,-0.2368
4.391,60.2003,44.0242,13.9867,2.0669,510.1086,2152.328,11.6642,-0.0902
4.392,59.1415,44.0026,14.0413,1.9938,511.4717,2153.9029,11.4116,-0.3874
4.393,56.9379,44.6166,14.0278,1.8698,510.0471,2157.2469,11.187,-0.3334
4.394,53.0053,44.4374,14.0611,1.7642,514.0979,2159.3422,10.9902,0.0417
4.395,49.5538,45.0956,14.1342,1.7171,514.3007,2166.3767,10.8987,-0.2321
4.396,47.6789,45.6998,14.1004,1.669,515.3418,2171.2412,11.0817,-0.7373
4.397,46.6055,45.7678,14.1697,1.754,516.9738,2176.466,11.1897,-0.4787
4.398,49.4575,46.2948,14.2968,1.8021,517.6582,2182.022,11.4112,-0.5065
4.399,54.4003,46.7331,14.4302,1.8838,518.6759,2196.629,11.7114,-0.6096
4.4,60.5144,47.0798,14.5222,2.0136,522.0474,2199.109,11.9852,-0.0335
4.401,65.918,47.0085,14.6108,2.1079,522.2768,2207.0798,12.2219,0.4527
4.402,70.5921,48.1955,14.6612,2.2337,522.8775,2216.598,12.6576,0.4238
4.403,72.0543,47.9411,14.8626,2.3121,524.1619,2221.3222,12.8313,0.487
4.404,72.5817,48.4298,14.8183,2.3295,524.8819,2230.1237,12.8754,0.6824
4.405,69.6335,48.6622,14.9567,2.278,524.9051,2234.8485,13.0629,0.3341
4.406,67.6956,49.0819,14.9818,2.253,525.8116,2242.0949,13.0318,-0.132
4.407,63.101,49.3234,14.917,2.1241,525.876,2244.6049,12.8364,0.239
4.408,60.4826,49.4034,15.0225,2.0534,530.0161,2248.7586,12.5569,0.2686
4.409,58.8353,49.3153,15.0561,1.9192,532.2164,2248.2899,12.3861,0.2314
4.41,60.7918,49.8587,14.9814,1.837,531.7744,2247.8778,12.0496,0.289
4.411,59.6013,49.6135,14.9347,1.7682,533.4419,2250.6336,11.6751,0.3599
4.412,59.4591,50.1443,14.9177,1.704,533.9131,2248.756,11.3656,-0.2718
4.413,56.5002,50.0947,14.7742,1.7168,535.7262,2245.425,11.2098,-0.572
4.414,53.8597,50.0726,14.7715,1.787,535.6914,2240.5203,10.9153,-0.6375
4.415,50.095,49.4916,14.6458,1.8487,535.5151,2235.259,10.9536,-0.7576
4.416,47.6336,50.1692,14.5319,1.9438,537.5498,2230.673,11.0043,-0.8077
4.417,46.977,49.9625,14.5263,2.0586,538.9874,2222.3994,11.1729,-0.2333
4.418,48.8669,49.3647,14.409,2.131,538.6204,2216.4506,11.377,0.1247
4.419,53.5964,49.134,14.3174,2.2218,538.547,2208.2294,11.7342,-0.0359
4.42,60.0352,48.7639,14.2313,2.2848,539.1743,2196.9026,11.9621,0.1746
4.421,65.9818,48.1854,14.1498,2.329,540.4916,2191.0183,12.3507,0.2621
4.422,71.3304,47.5868,14.0999,2.2577,539.568,2182.6596,12.4625,0.0293
4.423,72.9948,47.7784,14.07,2.209,540.8939,2177.4429,12.7757,-0.0811
4.424,72.7516,47.6081,13.9989,2.1019,540.9511,2172.6241,12.9507,0.4342
4.425,69.8667,46.7627,14.0765,2.0,539.5467,2165.5788,13.016,0.6103
4.426,66.888,46.353,13.9945,1.9255,539.7821,2156.7515,12.9946,0.5111
4.427,62.5256,46.3355,14.0457,1.7906,539.4383,2155.7562,12.7614,0.8111
4.428,60.9141,45.8462,13.9878,1.7252,540.4829,2152.9263,12.6286,0.6307
4.429,60.2022,45.6678,14.1351,1.6943,539.8459,2149.3897,12.2763,0.0387
4.43,60.3397,45.4925,14.1755,1.7107,539.1365,2147.3198,11.993,-0.1588
4.431,58.7739,44.8828,14.3245,1.778,539.3221,2153.8146,11.624,-0.196
4.432,59.9715,44.7658,14.3922,1.8598,539.2369,2154.5033,11.3952,-0.6355
4.433,57.7474,44.6003,14.5031,1.9505,536.8264,2156.6285,11.1458,-0.7001
4.434,53.9064,44.092,14.6087,2.0554,535.2047,2158.4737,11.0216,-0.1488
4.435,50.0389,43.7739,14.6354,2.1808,537.1332,2159.4129,11.0028,-0.1269
4.436,46.8736,43.7372,14.7344,2.2236,534.9316,2168.6546,11.0161,-0.3826
4.437,46.9076,44.3196,14.8062,2.307,534.0612,2175.1065,11.1091,-0.218
4.438,49.5359,44.2501,14.8318,2.3326,534.5594,2184.5838,11.4832,-0.2699
4.439,53.6167,44.0128,14.955,2.2475,533.419,2193.8513,11.7808,-0.6062
4.44,59.8942,44.2218,14.939,2.1896,530.2414,2201.3905,11.9616,-0.2669
4.441,66.1181,44.0794,14.9948,2.08,528.9592,2207.3256,12.2625,0.1993
4.442,69.9305,44.2468,14.8971,1.9607,529.2529,2212.2673,12.5555,0.2681
4.443,71.9162,44.4096,15.057,1.8559,528.9383,2222.9581,12.8329,0.6212
4.444,72.3027,44.849,15.0413,1.765,527.1021,2228.1484,12.8212,1.0025
4.445,69.7337,45.8948,14.8872,1.6869,525.3107,2234.8808,13.0319,0.6389
4.446,67.0941,45.4158,14.8656,1.7075,524.7997,2240.8571,13.0148,0.3345
4.447,64.0282,45.9545,14.8052,1.7287,525.152,2241.9869,12.8593,0.1871
4.448,61.1347,46.2934,14.7033,1.8332,522.0514,2248.6787,12.5873,0.1676
4.449,59.7487,46.8064,14.5728,1.8746,520.5858,2248.9317,12.2309,-0.3349
4.45,60.3344,47.0685,14.5195,2.0164,520.2275,2249.636,12.0572,-0.0005
4.451,59.4352,47.3977,14.3866,2.0922,519.4323,2247.8328,11.6684,0.2335
4.452,59.6956,47.7239,14.4252,2.1991,517.2056,2248.0281,11.3388,-0.0911
4.453,56.9727,48.0769,14.141,2.2849,515.93,2243.569,11.1991,-0.2193
4.454,53.9282,48.6066,14.1705,2.3189,514.5753,2240.3474,11.031,-0.3232
4.455,50.4165,48.8935,14.1031,2.3039,513.4035,2236.0375,10.9202,-0.68
4.456,47.068,49.2219,14.0996,2.2078,512.6657,2227.8139,11.0782,-1.0189
4.457,47.1364,49.5391,13.9931,2.0949,511.3656,2225.9358,11.1359,-0.5474
4.458,49.863,49.6597,14.0477,2.0191,510.5493,2217.1144,11.3479,-0.2961
4.459,53.9687,49.7158,14.0728,1.9145,508.4397,2207.9096,11.7394,-0.2697
4.46,61.5857,49.5918,14.0275,1.8342,507.7218,2198.9555,11.9489,0.2297
4.461,65.9533,49.8654,14.0427,1.7583,507.9167,2197.5213,12.2724,0.676
4.462,70.4903,50.0187,14.1295,1.6988,506.3256,2181.4285,12.5572,0.2578
4.463,72.4898,50.363,14.2482,1.7019,505.2473,2179.8217,12.8398,0.1421
4.464,72.7385,49.7744,14.2901,1.7689,506.4672,2170.7241,12.9753,0.3683
4.465,69.4161,49.8649,14.3033,1.8418,503.7611,2167.0564,12.8711,0.2649
4.466,66.7537,49.5371,14.428,1.9193,502.8257,2160.1351,13.0492,0.1163
4.467,63.6339,49.4277,14.3771,2.0191,502.7152,2156.7858,12.7761,0.6213
4.468,61.9345,49.5254,14.6058,2.1337,502.3536,2153.0301,12.5713,0.6089
4.469,60.3722,48.9859,14.694,2.2507,501.6985,2149.2215,12.317,0.2966
4.47,60.0884,48.7,14.8286,2.284,501.4624,2152.976,12.026,0.1112
4.471,60.0782,48.3683,14.8685,2.332,501.9149,2147.7288,11.6773,0.0298
4.472,59.7174,47.6906,14.8518,2.2522,497.5317,2152.6998,11.3449,-0.663
4.473,56.7153,48.0654,14.8797,2.1527,500.5755,2157.1375,11.1387,-0.8565
4.474,53.1947,47.4091,14.9044,2.1324,499.4572,2162.0351,11.0234,-0.4769
4.475,49.8031,46.8425,14.9637,1.9847,499.4406,2166.0898,11.0728,-0.481
4.476,47.0398,46.3282,14.9864,1.909,500.0934,2170.8622,11.0572,-0.4905
4.477,47.3221,46.3361,14.9992,1.8114,501.4978,2178.126,11.2136,0.0628
4.478,49.5159,46.1799,14.8602,1.7143,500.27,2186.174,11.4512,-0.0209
4.479,54.0791,45.4749,14.8761,1.7177,500.5814,2193.4734,11.7597,-0.3336
4.48,59.5856,45.3299,14.7837,1.6951,501.7777,2199.0317,12.0273,-0.2084
4.481,65.9368,45.0263,14.7099,1.8139,501.0499,2205.7571,12.3552,-0.0266
4.482,70.6316,44.3382,14.7338,1.8718,501.1074,2216.8212,12.633,-0.0316
4.483,72.5995,44.4524,14.5297,1.9544,501.3756,2220.2151,12.8168,0.1644
4.484,72.2299,44.4025,14.4485,2.0838,504.2616,2227.9755,12.8849,0.7771
4.485,69.4123,44.1536,14.3078,2.1631,503.1742,2234.2239,12.9007,0.7615
4.486,66.3914,43.9231,14.1977,2.2765,505.1228,2240.3281,12.9736,0.5619
4.487,62.69,44.1883,14.2444,2.2997,505.2409,2245.1876,12.742,0.5954
4.488,60.9476,44.0705,14.1123,2.2823,506.5062,2247.1788,12.6403,0.3443
4.489,59.978,43.9713,14.0722,2.2501,508.9807,2248.9338,12.3236,-0.3604
4.49,60.1049,44.1645,14.0731,2.2136,506.1389,2248.5496,11.9663,-0.2454
4.491,60.009,44.3999,13.992,2.065,508.1288,2247.76,11.6911,-0.0946
4.492,58.8255,44.3899,13.9482,1.9818,510.5646,2248.9071,11.3946,-0.3485
4.493,56.3618,44.6143,13.9632,1.8528,512.0067,2243.4209,11.1766,-0.2619
4.494,54.0913,45.1211,14.0711,1.8054,510.0393,2242.8821,11.065,0.0416
4.495,49.9388,45.26,14.1072,1.7263,512.9337,2238.3548,11.034,-0.267
4.496,47.114,45.1702,14.2056,1.7,514.6417,2226.0085,11.0944,-0.7143
4.497,47.2123,46.2801,14.267,1.7064,515.6878,2221.8353,11.2178,-0.614
4.498,49.3303,46.1889,14.3818,1.7695,516.3383,2214.5267,11.4106,-0.5089
4.499,53.4683,46.9454,14.4542,1.8821,517.9549,2208.0249,11.6686,-0.5686
4.5,59.6587,46.5097,14.5396,1.9963,520.2128,2196.6037,11.993,-0.0896
4.501,65.8719,47.1967,14.5754,2.0984,522.2121,2193.3446,12.395,0.5226
4.502,70.5461,47.7649,14.6393,2.1977,521.8931,2182.8711,12.5282,0.4775
4.503,72.2986,48.1645,14.7811,2.2689,522.5369,2175.5907,12.8503,0.4865
4.504,72.9952,48.0724,14.7367,2.2909,522.794,2170.6156,12.8855,0.6811
4.505,69.3243,48.8947,14.922,2.2749,525.9099,2164.002,13.0084,0.2704
4.506,66.1607,48.992,14.9757,2.2251,525.5854,2159.5446,12.9676,-0.0348
4.507,63.2369,49.142,15.0485,2.1583,528.5748,2155.6396,12.8535,0.2506
4.508,60.6867,49.1865,14.855,2.0139,528.8465,2153.0941,12.5814,0.3647
4.509,59.4707,49.9563,15.0589,1.9216,531.6948,2147.9839,12.3925,0.098
4.51,60.2021,49.8802,14.8926,1.8082,531.8526,2151.344,12.0246,0.2377
4.511,59.7563,49.8761,15.0122,1.758,529.7765,2150.9678,11.7941,0.2761
4.512,59.3298,50.137,14.8675,1.7095,532.037,2153.9372,11.4403,-0.3853
4.513,57.112,50.1895,14.8271,1.6985,536.7031,2152.3173,11.1775,-0.636
4.514,52.7567,49.8975,14.8003,1.7713,535.7296,2160.0043,11.0568,-0.5543
4.515,50.1733,50.0554,14.6685,1.8501,535.9396,2164.8913,11.0056,-0.81
4.516,47.065,49.6269,14.5401,1.893,535.768,2173.449,11.0555,-0.8431
4.517,48.1791,49.8867,14.4193,2.0558,538.3639,2178.5107,11.2156,-0.2108
4.518,50.1777,49.1961,14.3924,2.1727,535.7524,2184.5892,11.3669,0.0611
4.519,54.1373,49.155,14.3329,2.251,541.0735,2189.26,11.6896,-0.0474
4.52,60.3652,48.6266,14.1744,2.2663,540.9265,2196.8681,12.0019,0.115
4.521,66.068,48.4603,14.1331,2.2913,538.24,2209.4597,12.2624,0.2171
4.522,71.0647,48.1298,14.084,2.2685,540.3757,2217.8802,12.5844,-0.0757
4.523,73.148,47.3668,14.0829,2.1913,540.3024,2224.191,12.7326,-0.0491
4.524,72.716,47.4933,13.9649,2.0979,538.8949,2232.1643,12.859,0.3752
4.525,69.6987,47.2645,14.1001,1.9857,538.875,2240.2487,13.0804,0.5669
4.526,66.2064,46.5728,13.9017,1.8929,540.5085,2240.2837,13.0315,0.5404
4.527,64.2098,46.4502,14.0406,1.8057,540.9179,2246.4725,12.7317,0.928
4.528,61.5467,45.8971,14.1135,1.7264,539.0621,2246.4576,12.6363,0.6477
4.529,60.2573,45.5169,14.1379,1.7029,537.1703,2248.0572,12.3463,0.0126
4.53,60.303,45.296,14.182,1.703,539.1201,2245.4468,12.1104,-0.1301
4.531,60.2327,45.003,14.2367,1.8095,539.7991,2247.3375,11.7309,-0.2814
4.532,59.0978,44.7555,14.3416,1.8611,537.2324,2247.6056,11.4595,-0.6533
4.533,57.2031,44.227,14.4979,1.9762,537.8207,2244.3311,11.2296,-0.6796
4.534,54.4082,44.2428,14.5166,2.0866,535.208,2243.0465,11.0247,-0.1089
4.535,50.1113,44.0441,14.712,2.1912,536.6007,2237.7849,10.9901,-0.1846
4.536,48.2963,44.3926,14.734,2.1856,536.3103,2227.6916,11.0931,-0.4873
4.537,47.2184,44.3215,14.8599,2.3001,534.345,2221.2988,11.1813,-0.0937
4.538,49.1311,44.064,14.9198,2.2604,534.7639,2213.9204,11.4297,-0.2041
4.539,54.0741,44.0378,14.9377,2.2585,533.0872,2207.4968,11.7481,-0.5491
4.54,60.2051,44.2761,14.959,2.1843,532.9096,2198.3644,11.9669,-0.2807
4.541,65.779,44.0994,14.9901,2.048,530.2612,2194.8095,12.3052,0.2186
4.542,70.7951,44.5877,15.0051,1.9791,529.9166,2187.8795,12.5923,0.3472
4.543,73.5917,44.9409,14.9104,1.8358,529.1135,2174.1287,12.7012,0.6351
4.544,72.7419,44.9516,14.9067,1.7316,526.1047,2173.977,12.9553,0.856
4.545,68.872,45.325,14.8973,1.6992,526.6986,2162.0857,13.0086,0.6945
4.546,66.4069,45.4991,14.827,1.6926,525.7555,2159.8707,13.0232,0.2337
4.547,63.1684,45.7703,14.8097,1.7368,521.9448,2153.3146,12.7805,0.324
4.548,60.9358,46.2399,14.678,1.8026,522.0332,2154.3408,12.5496,0.1235
4.549,60.133,46.693,14.561,1.8833,521.9374,2151.5934,12.3342,-0.231
4.55,59.2817,46.9793,14.5102,1.9719,521.2662,2149.7351,12.0167,0.0276
4.551,59.8615,47.413,14.4055,2.1297,520.8566,2147.9346,11.6345,0.2697
4.552,58.9212,47.8172,14.3676,2.2188,517.0268,2151.6725,11.3419,-0.2348
4.553,56.7357,47.8661,14.1831,2.2835,515.7359,2155.0205,11.1481,-0.2925
4.554,53.7465,48.5993,14.0764,2.3278,514.6753,2158.9695,11.0202,-0.2517
4.555,51.011,48.5905,14.116,2.3269,513.5208,2169.13,11.0173,-0.7311
4.556,47.6041,48.9712,14.1065,2.2295,512.162,2165.3559,11.0647,-0.9566
4.557,47.1119,49.1565,13.9353,2.1374,511.1295,2174.4837,11.2923,-0.6118
4.558,49.6892,49.4949,13.977,2.0346,511.9024,2182.5329,11.4105,-0.2074
4.559,53.4231,49.7586,14.0954,1.8906,510.5165,2191.6053,11.6875,-0.1377
4.56,60.2711,49.5679,13.9754,1.8227,509.455,2201.1333,12.0269,0.2565
4.561,66.5977,49.985,14.0831,1.7554,506.7173,2206.2658,12.3323,0.5163
4.562,70.6014,49.8066,14.1712,1.6935,504.7625,2212.8594,12.5369,0.2411
4.563,72.6413,49.6371,14.1979,1.7109,505.0606,2222.1345,12.7627,0.2568
4.564,72.6365,49.9562,14.1993,1.7876,504.0232,2228.2833,12.9927,0.3943
4.565,69.5858,49.7526,14.2569,1.866,505.0311,2239.7846,12.942,0.1192
4.566,68.0062,49.9963,14.4055,1.9245,503.0694,2237.6397,12.9027,0.1877
4.567,63.0577,49.4988,14.5842,2.0422,502.029,2247.4335,12.7628,0.5615
4.568,61.1578,49.7406,14.5893,2.1882,502.1915,2243.5813,12.5264,0.6161
4.569,60.21,48.9423,14.7145,2.2116,500.7607,2247.63,12.3822,0.2881
4.57,59.5835,48.8658,14.6822,2.2741,501.5317,2249.8119,12.0318,0.183
4.571,59.6533,48.6253,14.7936,2.3031,500.588,2249.0347,11.6757,-0.0169
4.572,58.4006,47.8211,14.949,2.2533,500.8464,2248.8363,11.4022,-0.6704
4.573,57.0059,47.7212,14.8984,2.216,500.0532,2244.934,11.2057,-0.7783
4.574,53.115,47.2401,14.9878,2.0912,499.8281,2239.5647,11.0673,-0.5478
4.575,50.4312,46.9056,15.0471,1.9627,499.3535,2235.6814,11.0315,-0.452
4.576,48.1375,46.5955,14.9339,1.8889,500.2154,2230.0676,10.9773,-0.419
4.577,47.765,46.2165,15.0091,1.7722,498.926,2223.069,11.247,0.0219
4.578,50.0602,45.8191,14.8948,1.7102,500.3743,2218.2533,11.4066,0.0235
4.579,53.3812,45.5879,14.8274,1.7037,500.4107,2207.5429,11.6509,-0.3254
4.58,60.2932,45.16,14.804,1.6732,501.5214,2198.2484,12.0156,-0.1661
4.581,66.2382,45.0386,14.7993,1.7231,502.0061,2190.9598,12.2895,0.0201
4.582,71.0851,44.5657,14.6087,1.8491,499.8512,2183.6116,12.6116,-0.0655
4.583,73.0716,44.3734,14.5804,1.9683,502.7065,2179.8822,12.8789,0.1842
4.584,72.3018,44.4727,14.4478,2.0838,504.922,2165.7984,12.8662,0.8107
4.585,70.3196,44.1044,14.3188,2.1632,503.0853,2162.8095,12.9335,0.7855
4.586,66.2356,43.6825,14.2584,2.2601,505.2594,2159.7435,12.9226,0.5926
4.587,63.4486,43.7708,14.1744,2.3386,505.4072,2155.1445,12.7847,0.6757
4.588,61.0275,44.0009,14.1004,2.3032,505.0042,2153.2608,12.6727,0.3078
4.589,60.5591,43.9151,13.991,2.2712,509.2631,2153.3685,12.3716,-0.2898
4.59,60.9409,44.1557,13.9379,2.2084,508.9795,2150.5163,12.0187,-0.2815
4.591,59.7331,44.3924,13.9498,2.081,509.79,2153.9078,11.5795,-0.1148
4.592,58.9421,44.4254,13.9618,1.978,510.8115,2151.1616,11.4487,-0.3043
4.593,56.2451,44.7369,13.9933,1.832,510.4377,2152.0402,11.1368,-0.3201
4.594,53.9829,44.9222,13.9996,1.715,512.9301,2160.2647,11.006,-0.0338
4.595,49.9885,45.1571,14.0405,1.7322,515.0312,2163.302,11.0378,-0.285
4.596,46.8426,45.6588,14.1555,1.7114,514.1222,2170.5484,11.0654,-0.7044
4.597,46.9688,45.9837,14.1809,1.7085,514.4954,2178.8947,11.2078,-0.5565
4.598,49.1943,46.1385,14.2423,1.7854,517.8613,2179.0231,11.4827,-0.5165
4.599,54.2384,46.6349,14.4235,1.9105,520.2696,2193.7364,11.6487,-0.5714
4.6,59.7897,47.2146,14.5166,1.9893,520.0728,2201.1023,11.9396,0.0443
4.601,66.9242,47.9657,14.5977,2.1136,521.471,2207.6495,12.3399,0.67
4.602,71.6674,47.7512,14.6256,2.1878,521.3894,2215.3197,12.6433,0.4322
4.603,73.2194,48.4748,14.7062,2.2281,521.8673,2222.0267,12.8512,0.4857
4.604,72.4395,48.3387,14.8877,2.3115,526.0295,2228.6345,12.9707,0.6786
4.605,70.0894,48.888,14.822,2.2787,527.6677,2231.7249,12.9229,0.3865
4.606,67.1973,49.0438,14.9812,2.2451,526.7861,2241.2091,12.9898,0.0085
4.607,63.0598,49.3086,14.9401,2.1248,529.1909,2244.4303,12.7835,0.3719
4.608,61.8198,49.2975,14.9309,2.033,529.1307,2248.2525,12.5987,0.3509
4.609,60.6862,49.8234,15.022,1.9392,529.8937,2250.9208,12.3689,0.1306
4.61,60.1457,50.1292,14.9336,1.8194,532.4713,2249.2288,12.0065,0.2212
4.611,60.19,50.0079,14.9114,1.7172,531.0952,2249.1364,11.6673,0.252
4.612,58.7577,50.2025,14.87,1.7242,534.2057,2249.2481,11.3785,-0.2254
4.613,56.3147,49.9238,14.8259,1.723,533.3495,2245.7184,11.2327,-0.5682
4.614,52.9811,49.6685,14.735,1.7443,534.8767,2237.695,11.0056,-0.5779
4.615,49.8907,49.8557,14.632,1.7862,537.4043,2239.9554,11.0994,-0.7179
4.616,47.6571,49.4484,14.6392,1.9136,535.9438,2230.5519,11.0886,-0.8264
4.617,47.2067,49.7021,14.465,2.0039,537.57,2222.1878,11.216,-0.1822
4.618,49.9914,49.7811,14.3929,2.1374,537.4954,2214.4977,11.4667,0.0597
4.619,54.0862,49.1942,14.2829,2.2071,539.3533,2207.3158,11.7235,-0.0939
4.62,59.5073,48.903,14.2158,2.3396,537.3073,2197.9504,12.0204,0.2348
4.621,65.6049,48.755,14.1879,2.338,540.0002,2192.6117,12.2998,0.285
4.622,70.9369,48.073,13.9836,2.2561,541.2168,2184.8814,12.4793,-0.046
